,prj_name,duong,xa,huyen,tinh,ref_xa_code,ref_huyen_code,ref_tinh_code,area,pn,price,source,unit_price
26861,ht-pearl,duong-tan-hoa,phuong-dong-hoa,thanh-pho-di-an,tinh-binh-duong,728778,728081,345944,72.0,-1,2200000000.0,bds,30555555.555555556
26862,khu-nha-o-bac-ha,duong-nguyen-trai,phuong-mo-lao,quan-ha-dong,thanh-pho-ha-noi,195400,149779,148873,85.0,2,2700000000.0,bds,31764705.88235294
26864,goldmark-city,duong-ho-tung-mau,phuong-phu-dien,quan-bac-tu-liem,thanh-pho-ha-noi,195397,149087,148873,94.0,3,4350000000.0,bds,46276595.74468085
26865,bcons-garden,duong-pham-huu-lau,phuong-di-an,thanh-pho-di-an,tinh-binh-duong,728777,728081,345944,57.0,2,1500000000.0,bds,26315789.47368421
26866,chung-cu-b4-b14-kim-lien,duong-pham-ngoc-thach,phuong-kim-lien,quan-dong-da,thanh-pho-ha-noi,195316,149387,148873,73.0,2,3990000000.0,bds,54657534.24657534
26867,summer-square,duong-tan-hoa-dong,phuong-14,quan-6,thanh-pho-ho-chi-minh,195649,182066,180175,110.0,3,3200000000.0,bds,29090909.09090909
26868,n01-t8-ngoai-giao-doan,nan,phuong-xuan-tao,quan-bac-tu-liem,thanh-pho-ha-noi,195393,149087,148873,133.65,3,10023750000.0,bds,75000000.0
26869,khu-do-thi-moi-dinh-cong,pho-tran-dien,phuong-dinh-cong,quan-hoang-mai,thanh-pho-ha-noi,195342,150379,148873,73.0,3,3000000000.0,bds,41095890.4109589
26870,him-lam-cho-lon,duong-hau-giang,phuong-11,quan-6,thanh-pho-ho-chi-minh,195655,182066,180175,83.0,2,3200000000.0,bds,38554216.86746988
26871,park-view-city-bac-ninh,duong-huyen-quang,phuong-vo-cuong,thanh-pho-bac-ninh,tinh-bac-ninh,196055,142204,142203,65.0,2,1800000000.0,bds,27692307.692307692
26874,tay-nam-ho-linh-dam,duong-bang-a,phuong-hoang-liet,quan-hoang-mai,thanh-pho-ha-noi,195352,150379,148873,57.0,2,2250000000.0,bds,39473684.21052632
26878,khu-do-thi-moi-linh-dam,nan,phuong-dai-kim,quan-hoang-mai,thanh-pho-ha-noi,195345,150379,148873,86.0,3,2800000000.0,bds,32558139.534883723
26881,bcons-garden,duong-pham-huu-lau,phuong-di-an,thanh-pho-di-an,tinh-binh-duong,728777,728081,345944,57.0,-1,1500000000.0,bds,26315789.47368421
26882,bien-hoa-universe-complex,duong-xa-lo-ha-noi,phuong-ho-nai,thanh-pho-bien-hoa,tinh-dong-nai,359447,320888,320480,102.0,3,3050000000.0,bds,29901960.784313727
26886,chung-cu-the-nine,duong-pham-van-dong,phuong-mai-dich,quan-cau-giay,thanh-pho-ha-noi,195293,149252,148873,106.0,3,6840000000.0,bds,64528301.88679245
26893,kris-vue,duong-nguyen-duy-trinh,phuong-binh-trung-tay,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772618,772629,180175,53.0,1,2600000000.0,bds,49056603.7735849
26895,hado-centrosa-garden,duong-3-2-2,phuong-12,quan-10,thanh-pho-ho-chi-minh,195591,183017,180175,110.0,3,8100000000.0,bds,73636363.63636364
26896,the-pavilion-vinhomes-ocean-park,duong-ly-thanh-tong,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,49.0,1,1790000000.0,bds,36530612.24489796
26897,the-beverly-vinhomes-grand-park,nan,phuong-long-thanh-my,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772604,772629,180175,95.0,3,5200000000.0,bds,54736842.10526316
26898,ecohome-phuc-loi,duong-phuc-loi,phuong-phuc-loi,quan-long-bien,thanh-pho-ha-noi,195284,150530,148873,70.0,2,2000000000.0,bds,28571428.57142857
26900,kris-vue,duong-nguyen-duy-trinh,phuong-binh-trung-tay,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772618,772629,180175,122.0,3,4700000000.0,bds,38524590.163934425
26901,kris-vue,duong-nguyen-duy-trinh,phuong-binh-trung-dong,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772617,772629,180175,105.0,3,4300000000.0,bds,40952380.952380955
26902,sun-square,duong-le-duc-tho,phuong-my-dinh-2,quan-nam-tu-liem,thanh-pho-ha-noi,195373,150671,148873,250.0,4,9500000000.0,bds,38000000.0
26903,berriver-long-bien,duong-nguyen-van-cu-1,phuong-bo-de,quan-long-bien,thanh-pho-ha-noi,195285,150530,148873,83.0,3,3900000000.0,bds,46987951.807228915
26907,khu-do-thi-moi-xa-la,duong-xa-la,phuong-phuc-la,quan-ha-dong,thanh-pho-ha-noi,195407,149779,148873,101.0,3,2790000000.0,bds,27623762.376237623
26908,hateco-laroma,duong-huynh-thuc-khang,phuong-lang-thuong,quan-dong-da,thanh-pho-ha-noi,195302,149387,148873,95.0,3,7125000000.0,bds,75000000.0
26909,wyndham-thanh-thuy-hotels-resorts,nan,xa-bao-yen,huyen-thanh-thuy,tinh-phu-tho,437657,311313,309579,32.4,-1,1400000000.0,bds,43209876.54320988
26910,vung-tau-melody,duong-hoang-hoa-tham,phuong-thang-tam,thanh-pho-vung-tau,tinh-ba-ria---vung-tau,359616,324279,322861,52.0,1,1750000000.0,bds,33653846.15384615
26911,khu-do-thi-kim-van-kim-lu-golden-silk,duong-nghiem-xuan-yem,phuong-dai-kim,quan-hoang-mai,thanh-pho-ha-noi,195345,150379,148873,80.0,3,1780000000.0,bds,22250000.0
26913,c-skyview,duong-tran-phu,phuong-chanh-nghia,thanh-pho-thu-dau-mot,tinh-binh-duong,359358,346308,345944,80.0,2,2240000000.0,bds,28000000.0
26917,khu-dan-cu-gia-hoa,duong-do-xuan-hop,phuong-phuoc-long-b,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772609,772629,180175,66.0,-1,2180000000.0,bds,33030303.03030303
26918,sky-park-residence,duong-ton-that-thuyet,phuong-dich-vong-hau,quan-cau-giay,thanh-pho-ha-noi,195295,149252,148873,127.5,3,9300000000.0,bds,72941176.47058824
26921,khu-do-thi-my-dinh-song-da-sudico,duong-pham-hung,phuong-my-dinh-1,quan-nam-tu-liem,thanh-pho-ha-noi,195372,150671,148873,126.0,3,4600000000.0,bds,36507936.50793651
26927,hh3-linh-dam,duong-linh-duong,phuong-hoang-liet,quan-hoang-mai,thanh-pho-ha-noi,195352,150379,148873,76.0,3,1820000000.0,bds,23947368.42105263
26928,capital-elite,duong-pham-hung,phuong-my-dinh-2,quan-nam-tu-liem,thanh-pho-ha-noi,195373,150671,148873,105.0,2,5600000000.0,bds,53333333.333333336
26932,hh4-linh-dam,duong-linh-duong,phuong-hoang-liet,quan-hoang-mai,thanh-pho-ha-noi,195352,150379,148873,48.0,1,1520000000.0,bds,31666666.666666668
26933,hh1-linh-dam,duong-linh-duong,phuong-hoang-liet,quan-hoang-mai,thanh-pho-ha-noi,195352,150379,148873,46.0,1,1200000000.0,bds,26086956.52173913
26938,chung-cu-an-lac-my-dinh,duong-luu-huu-phuoc,phuong-my-dinh-1,quan-nam-tu-liem,thanh-pho-ha-noi,195372,150671,148873,86.0,3,3100000000.0,bds,36046511.62790698
26940,melody-residences,duong-au-co,phuong-tan-son-nhi,quan-tan-phu,thanh-pho-ho-chi-minh,195543,184080,180175,69.0,2,2553000000.0,bds,37000000.0
26952,iris-tower,duong-nguyen-du,phuong-binh-hoa,thanh-pho-thuan-an,tinh-binh-duong,359432,345945,345944,60.0,2,1300000000.0,bds,21666666.666666668
26955,fuji-residence,duong-do-xuan-hop,phuong-phuoc-long-b,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772609,772629,180175,55.0,2,1960000000.0,bds,35636363.63636363
26956,times-city,duong-minh-khai,phuong-vinh-tuy,quan-hai-ba-trung,thanh-pho-ha-noi,195334,149556,148873,75.0,2,4100000000.0,bds,54666666.666666664
26957,the-art,duong-do-xuan-hop,phuong-phuoc-long-b,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772609,772629,180175,60.0,2,2250000000.0,bds,37500000.0
26959,riverside-residence,duong-nguyen-luong-bang-1,phuong-tan-phu,quan-7,thanh-pho-ho-chi-minh,195696,182215,180175,148.3,3,7000000000.0,bds,47201618.34120027
26961,the-krista,duong-nguyen-duy-trinh,phuong-binh-trung-dong,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772617,772629,180175,55.81,1,2600000000.0,bds,46586633.21985307
26965,capital-elite,duong-pham-hung,phuong-my-dinh-2,quan-nam-tu-liem,thanh-pho-ha-noi,195373,150671,148873,105.0,3,6217050000.0,bds,59210000.0
27001,safira-khang-dien,duong-vo-chi-cong,phuong-phu-huu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772606,772629,180175,50.0,1,2100000000.0,bds,42000000.0
27004,tay-nam-ho-linh-dam,duong-bang-a,phuong-hoang-liet,quan-hoang-mai,thanh-pho-ha-noi,195352,150379,148873,57.0,2,2290000000.0,bds,40175438.596491225
27021,athena-complex,nan,phuong-phuong-canh,quan-nam-tu-liem,thanh-pho-ha-noi,195371,150671,148873,69.0,2,1900000000.0,bds,27536231.884057973
27052,khu-do-thi-trung-hoa-nhan-chinh,pho-hoang-dao-thuy,phuong-trung-hoa,quan-cau-giay,thanh-pho-ha-noi,195298,149252,148873,86.0,2,4500000000.0,bds,52325581.39534884
27053,mipec-rubik-360,duong-xuan-thuy,phuong-dich-vong-hau,quan-cau-giay,thanh-pho-ha-noi,195295,149252,148873,125.0,4,8000000000.0,bds,64000000.0
27054,sunshine-green-iconic,nan,phuong-phuc-dong,quan-long-bien,thanh-pho-ha-noi,195289,150530,148873,169.8,3,11206800000.000002,bds,66000000.00000001
27094,the-ascentia-phu-my-hung,duong-nguyen-luong-bang-1,phuong-tan-phu,quan-7,thanh-pho-ho-chi-minh,195696,182215,180175,50.0,1,3700000000.0,bds,74000000.0
27097,the-manor-tp-ho-chi-minh,duong-nguyen-huu-canh,phuong-22,quan-binh-thanh,thanh-pho-ho-chi-minh,195525,184576,180175,125.0,3,7200000000.0,bds,57600000.0
27098,sun-grand-city,duong-thuy-khue,phuong-thuy-khue,quan-tay-ho,thanh-pho-ha-noi,195276,150889,148873,160.0,3,16800000000.0,bds,105000000.0
27101,the-antonia,duong-nguyen-luong-bang-1,phuong-tan-phu,quan-7,thanh-pho-ho-chi-minh,195696,182215,180175,80.0,2,6300000000.0,bds,78750000.0
27104,sunshine-city,nan,phuong-dong-ngac,quan-bac-tu-liem,thanh-pho-ha-noi,195388,149087,148873,90.0,3,4000000000.0,bds,44444444.44444445
27109,vung-tau-center,duong-le-loi-1,phuong-thang-nhi,thanh-pho-vung-tau,tinh-ba-ria---vung-tau,359621,324279,322861,47.0,1,1700000000.0,bds,36170212.765957445
27110,khu-can-ho-thuan-viet,pho-ly-thuong-kiet,phuong-15,quan-11,thanh-pho-ho-chi-minh,195603,183134,180175,77.0,2,3100000000.0,bds,40259740.25974026
27111,saigonres-plaza,pho-nguyen-xi,phuong-26,quan-binh-thanh,thanh-pho-ho-chi-minh,195511,184576,180175,76.0,2,2700000000.0,bds,35526315.78947368
27116,chung-cu-dai-thanh,duong-phan-trong-tue,xa-ta-thanh-oai,huyen-thanh-tri,thanh-pho-ha-noi,195381,152474,148873,56.0,2,1250000000.0,bds,22321428.57142857
27117,n01-t1-ngoai-giao-doan,nan,phuong-xuan-dinh,quan-bac-tu-liem,thanh-pho-ha-noi,195392,149087,148873,132.0,4,7700000000.0,bds,58333333.333333336
27120,hh1-linh-dam,duong-linh-duong,phuong-hoang-liet,quan-hoang-mai,thanh-pho-ha-noi,195352,150379,148873,67.0,2,1700000000.0,bds,25373134.32835821
27121,ecolife-capitol,duong-to-huu,phuong-trung-van,quan-nam-tu-liem,thanh-pho-ha-noi,195378,150671,148873,110.0,3,4500000000.0,bds,40909090.90909091
27122,rivera-park-sai-gon,duong-thanh-thai,phuong-14,quan-10,thanh-pho-ho-chi-minh,195590,183017,180175,74.0,2,4080000000.0,bds,55135135.13513514
27125,res-green-tower,duong-thoai-ngoc-hau,phuong-hoa-thanh,quan-tan-phu,thanh-pho-ho-chi-minh,195551,184080,180175,55.0,2,2500000000.0,bds,45454545.45454545
27127,ecolife-capitol,duong-to-huu,phuong-trung-van,quan-nam-tu-liem,thanh-pho-ha-noi,195378,150671,148873,103.0,3,4100000000.0,bds,39805825.24271844
27128,the-zenpark,duong-dong-du-1,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,71.6,2,3000000000.0,bds,41899441.34078213
27129,safira-khang-dien,duong-vo-chi-cong,phuong-phu-huu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772606,772629,180175,67.0,2,2700000000.0,bds,40298507.46268657
27135,ecolife-capitol,duong-to-huu,phuong-trung-van,quan-nam-tu-liem,thanh-pho-ha-noi,195378,150671,148873,103.0,3,3900000000.0,bds,37864077.66990291
27136,safira-khang-dien,duong-vo-chi-cong,phuong-phu-huu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772606,772629,180175,91.0,3,3400000000.0,bds,37362637.36263736
27137,dolphin-plaza,pho-tran-binh,phuong-my-dinh-2,quan-nam-tu-liem,thanh-pho-ha-noi,195373,150671,148873,138.0,2,5800000000.0,bds,42028985.507246375
27139,chung-cu-dai-thanh,duong-phan-trong-tue,xa-ta-thanh-oai,huyen-thanh-tri,thanh-pho-ha-noi,195381,152474,148873,56.0,2,1270000000.0,bds,22678571.42857143
27140,sky-garden-3,duong-pham-van-nghi,phuong-tan-phong,quan-7,thanh-pho-ho-chi-minh,195697,182215,180175,74.0,2,3690000000.0,bds,49864864.86486486
27141,vinhomes-west-point,duong-pham-hung,phuong-me-tri,quan-nam-tu-liem,thanh-pho-ha-noi,195375,150671,148873,142.0,4,9300000000.0,bds,65492957.74647887
27194,the-krista,duong-nguyen-duy-trinh,phuong-binh-trung-dong,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772617,772629,180175,78.0,2,3150000000.0,bds,40384615.384615384
27252,carillon-5,duong-luy-ban-bich,phuong-hoa-thanh,quan-tan-phu,thanh-pho-ho-chi-minh,195551,184080,180175,52.0,1,2300000000.0,bds,44230769.23076923
27255,eco-dream-nguyen-xien,duong-nguyen-xien,xa-tan-trieu,huyen-thanh-tri,thanh-pho-ha-noi,195379,152474,148873,85.0,2,8500000000.0,bds,100000000.0
27256,ocean-vista,duong-nguyen-dinh-chieu,phuong-ham-tien,thanh-pho-phan-thiet,tinh-binh-thuan,358373,318636,318635,140.0,2,3700000000.0,bds,26428571.42857143
27282,sky-park-residence,duong-ton-that-thuyet,phuong-dich-vong-hau,quan-cau-giay,thanh-pho-ha-noi,195295,149252,148873,128.6,3,9000000000.0,bds,69984447.90046656
27284,le-grand-jardin-sai-dong,duong-huynh-van-nghe,phuong-sai-dong,quan-long-bien,thanh-pho-ha-noi,195286,150530,148873,93.0,2,3200000000.0,bds,34408602.15053763
27286,the-east-gate,duong-tan-lap,phuong-dong-hoa,thanh-pho-di-an,tinh-binh-duong,728778,728081,345944,70.0,2,1850000000.0,bds,26428571.42857143
27294,chung-cu-elysian,duong-lo-lu,phuong-truong-thanh,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772613,772629,180175,52.0,-1,2860000000.0,bds,55000000.0
27295,chung-cu-my-duc,duong-xo-viet-nghe-tinh,phuong-21,quan-binh-thanh,thanh-pho-ho-chi-minh,195524,184576,180175,95.0,2,3500000000.0,bds,36842105.2631579
27296,diamond-boulevard,duong-dai-lo-binh-duong,phuong-thuan-giao,thanh-pho-thuan-an,tinh-binh-duong,359427,345945,345944,50.0,-1,1400000000.0,bds,28000000.0
27304,chung-cu-the-legacy,nan,phuong-nhan-chinh,quan-thanh-xuan,thanh-pho-ha-noi,195354,150965,148873,134.0,3,5800000000.0,bds,43283582.08955224
27306,zenity,duong-vo-van-kiet,phuong-cau-kho,quan-1,thanh-pho-ho-chi-minh,195455,180176,180175,116.0,3,9000000000.0,bds,77586206.89655173
27308,khu-do-thi-thanh-ha-muong-thanh,duong-kien-hung,phuong-kien-hung,quan-ha-dong,thanh-pho-ha-noi,195410,149779,148873,66.0,2,1480000000.0,bds,22424242.424242426
27309,ha-noi-center-point,pho-hoang-dao-thuy,phuong-nhan-chinh,quan-thanh-xuan,thanh-pho-ha-noi,195354,150965,148873,130.0,3,7660000000.0,bds,58923076.92307692
27310,the-cbd-premium-home,duong-dong-van-cong,phuong-thanh-my-loi,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772620,772629,180175,65.0,2,2250000000.0,bds,34615384.615384616
27311,chung-cu-my-an-3g,nan,phuong-hiep-binh-chanh,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772588,772629,180175,55.0,2,2000000000.0,bds,36363636.36363637
27317,hong-ha-tower,duong-thinh-liet,phuong-thinh-liet,quan-hoang-mai,thanh-pho-ha-noi,195350,150379,148873,88.0,3,2750000000.0,bds,31250000.0
27319,chung-cu-dai-thanh,duong-phan-trong-tue,xa-ta-thanh-oai,huyen-thanh-tri,thanh-pho-ha-noi,195381,152474,148873,47.3,1,1280000000.0,bds,27061310.782241017
27320,masteri-west-heights,nan,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,80.0,3,6090000000.0,bds,76125000.0
27321,the-sakura-vinhomes-smart-city,nan,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,82.0,3,3700000000.0,bds,45121951.219512194
27322,the-sakura-vinhomes-smart-city,nan,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,94.8,3,4700000000.0,bds,49578059.07172996
27328,chung-cu-dao-duy-tu,duong-thanh-thai,phuong-14,quan-10,thanh-pho-ho-chi-minh,195590,183017,180175,100.0,3,4600000000.0,bds,46000000.0
27330,the-artemis,duong-le-trong-tan,phuong-khuong-mai,quan-thanh-xuan,thanh-pho-ha-noi,195357,150965,148873,80.0,2,4000000000.0,bds,50000000.0
27334,vp5-linh-dam,duong-nguyen-duy-trinh,phuong-hoang-liet,quan-hoang-mai,thanh-pho-ha-noi,195352,150379,148873,61.5,2,2490000000.0,bds,40487804.87804878
27336,khu-do-thi-moi-van-phu,duong-le-trong-tan,phuong-phu-la,quan-ha-dong,thanh-pho-ha-noi,195406,149779,148873,158.0,3,4400000000.0,bds,27848101.265822783
27337,ct3-co-nhue,duong-pham-van-dong,phuong-co-nhue-1,quan-bac-tu-liem,thanh-pho-ha-noi,195395,149087,148873,102.0,3,4182000000.0,bds,41000000.0
27339,n01-t7-ngoai-giao-doan,nan,phuong-xuan-tao,quan-bac-tu-liem,thanh-pho-ha-noi,195393,149087,148873,141.0,4,13818000000.0,bds,98000000.0
27340,the-tonkin-vinhomes-smart-city,nan,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,66.0,2,4420000000.0,bds,66969696.96969697
27341,ehome-southgate,duong-dt-830,xa-an-thanh-3,huyen-cu-lao-dung,tinh-soc-trang,360695,348891,348886,51.0,1,950000000.0,bds,18627450.980392158
27343,chung-cu-phu-tho,duong-lu-gia,phuong-15,quan-11,thanh-pho-ho-chi-minh,195603,183134,180175,66.0,2,2590000000.0,bds,39242424.24242424
27344,chung-cu-khuong-viet,duong-khuong-viet,phuong-phu-trung,quan-tan-phu,thanh-pho-ho-chi-minh,195550,184080,180175,74.0,2,2550000000.0,bds,34459459.45945946
27345,golden-park-tower,duong-pham-van-bach,phuong-yen-hoa,quan-cau-giay,thanh-pho-ha-noi,195297,149252,148873,132.0,3,7500000000.0,bds,56818181.81818182
27349,n01-t7-ngoai-giao-doan,duong-hoang-minh-thao,phuong-xuan-tao,quan-bac-tu-liem,thanh-pho-ha-noi,195393,149087,148873,107.5,3,6720000000.0,bds,62511627.906976745
27351,fpt-city-da-nang,duong-vo-chi-cong,phuong-hoa-hai,quan-ngu-hanh-son,thanh-pho-da-nang,357487,277900,277892,71.0,2,1690000000.0,bds,23802816.901408453
27352,iris-tower,duong-nguyen-du,phuong-binh-hoa,thanh-pho-thuan-an,tinh-binh-duong,359432,345945,345944,59.0,2,1350000000.0,bds,22881355.93220339
27353,park-view-apartment,duong-bui-huu-nghia,phuong-binh-hoa,thanh-pho-thuan-an,tinh-binh-duong,359432,345945,345944,59.0,2,1400000000.0,bds,23728813.559322033
27354,vinhomes-ocean-park-gia-lam,nan,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,54.0,2,1760000000.0,bds,32592592.592592593
27356,vinhomes-golden-river-ba-son,pho-ton-duc-thang,phuong-ben-nghe,quan-1,thanh-pho-ho-chi-minh,195448,180176,180175,50.0,1,4750000000.0,bds,95000000.0
27358,the-tonkin-vinhomes-smart-city,nan,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,66.2,2,4080000000.0,bds,61631419.939577036
27361,vinhomes-ocean-park-gia-lam,nan,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,64.0,2,2200000000.0,bds,34375000.0
27365,the-tonkin-vinhomes-smart-city,nan,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,72.0,2,3600000000.0,bds,50000000.0
27369,the-sakura-vinhomes-smart-city,nan,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,75.5,3,3500000000.0,bds,46357615.894039735
27372,hapulico-complex,duong-nguyen-huy-tuong,phuong-thanh-xuan-trung,quan-thanh-xuan,thanh-pho-ha-noi,195358,150965,148873,121.0,3,6000000000.0,bds,49586776.85950413
27374,riverside-90,duong-nguyen-huu-canh,phuong-22,quan-binh-thanh,thanh-pho-ho-chi-minh,195525,184576,180175,64.0,2,3500000000.0,bds,54687500.0
27376,tu-hiep-plaza,duong-nguyen-bo,xa-tu-hiep,huyen-thanh-tri,thanh-pho-ha-noi,195384,152474,148873,84.0,3,2650000000.0,bds,31547619.04761905
27378,the-navita,duong-go-dua,phuong-tam-binh,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772597,772629,180175,111.0,3,4200000000.0,bds,37837837.83783784
27388,sky-garden-3,duong-pham-van-nghi,phuong-tan-phong,quan-7,thanh-pho-ho-chi-minh,195697,182215,180175,175.0,3,6000000000.0,bds,34285714.28571428
27390,sky-garden-3,duong-pham-van-nghi,phuong-tan-phong,quan-7,thanh-pho-ho-chi-minh,195697,182215,180175,81.0,2,3200000000.0,bds,39506172.83950617
27392,sky-garden-3,duong-pham-van-nghi,phuong-tan-phong,quan-7,thanh-pho-ho-chi-minh,195697,182215,180175,68.88,2,2750000000.0,bds,39924506.38792103
27393,vinhomes-ocean-park-gia-lam,nan,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,63.0,2,2830000000.0,bds,44920634.92063492
27395,vinhomes-smart-city,duong-dai-mo,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,82.9,3,5050000000.0,bds,60916767.189384796
27404,n03-t1-ngoai-giao-doan,nan,phuong-xuan-dinh,quan-bac-tu-liem,thanh-pho-ha-noi,195392,149087,148873,96.0,3,4600000000.0,bds,47916666.666666664
27405,chung-cu-green-pearl-bac-ninh,duong-le-thai-to,phuong-vo-cuong,thanh-pho-bac-ninh,tinh-bac-ninh,196055,142204,142203,74.4,2,2000000000.0,bds,26881720.430107526
27406,vision-binh-tan,pho-tran-dai-nghia,phuong-tan-tao-a,quan-binh-tan,thanh-pho-ho-chi-minh,195686,184894,180175,63.0,2,1490000000.0,bds,23650793.65079365
27409,sky-garden-ii,duong-nguyen-van-linh,phuong-tan-phong,quan-7,thanh-pho-ho-chi-minh,195697,182215,180175,89.0,3,3350000000.0,bds,37640449.43820225
27410,sky-garden-ii,duong-nguyen-van-linh,phuong-tan-phong,quan-7,thanh-pho-ho-chi-minh,195697,182215,180175,71.0,2,2700000000.0,bds,38028169.01408451
27412,khu-do-thi-moi-cau-giay,duong-tran-thai-tong,phuong-yen-hoa,quan-cau-giay,thanh-pho-ha-noi,195297,149252,148873,160.0,3,5900000000.0,bds,36875000.0
27420,scenic-valley-1,duong-pham-van-nghi,phuong-tan-phu,quan-7,thanh-pho-ho-chi-minh,195696,182215,180175,71.0,2,3800000000.0,bds,53521126.76056338
27421,hinode-royal-park,duong-quoc-lo-32,xa-di-trach,huyen-hoai-duc,thanh-pho-ha-noi,195425,151598,148873,100.0,3,4100000000.0,bds,41000000.0
27422,hqc-hoc-mon,duong-nguyen-thi-soc,xa-xuan-thoi-dong,huyen-hoc-mon,thanh-pho-ho-chi-minh,195728,186268,180175,50.0,2,1050000000.0,bds,21000000.0
27427,hinode-royal-park,duong-quoc-lo-32,xa-di-trach,huyen-hoai-duc,thanh-pho-ha-noi,195425,151598,148873,100.0,3,3700000000.0,bds,37000000.0
27429,the-legend-tower-109-nguyen-tuan,duong-nguyen-tuan,phuong-nhan-chinh,quan-thanh-xuan,thanh-pho-ha-noi,195354,150965,148873,106.0,3,6500000000.0,bds,61320754.716981135
27430,hoang-anh-thanh-binh,duong-d4,phuong-tan-hung,quan-7,thanh-pho-ho-chi-minh,195692,182215,180175,128.13,3,3700000000.0,bds,28876921.876219466
27434,ho-guom-plaza,duong-tran-phu,phuong-mo-lao,quan-ha-dong,thanh-pho-ha-noi,195400,149779,148873,141.0,3,4653000000.0,bds,33000000.0
27436,the-legend-tower-109-nguyen-tuan,duong-nguyen-tuan,phuong-nhan-chinh,quan-thanh-xuan,thanh-pho-ha-noi,195354,150965,148873,85.5,3,5200000000.0,bds,60818713.4502924
27438,the-legend-tower-109-nguyen-tuan,duong-nguyen-tuan,phuong-nhan-chinh,quan-thanh-xuan,thanh-pho-ha-noi,195354,150965,148873,73.0,2,4300000000.0,bds,58904109.5890411
27439,hoang-anh-thanh-binh,duong-17-4,phuong-tan-hung,quan-7,thanh-pho-ho-chi-minh,195692,182215,180175,120.0,3,4170000000.0,bds,34750000.0
27442,n03-t1-ngoai-giao-doan,duong-nguyen-van-huyen,phuong-xuan-dinh,quan-bac-tu-liem,thanh-pho-ha-noi,195392,149087,148873,109.0,3,5150000000.0,bds,47247706.42201835
