,prj_name,duong,xa,huyen,tinh,ref_xa_code,ref_huyen_code,ref_tinh_code,area,pn,price,source,unit_price
26495,feliz-en-vista,duong-dong-van-cong,phuong-thanh-my-loi,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772620,772629,180175,103.0,2,10700000000.0,bds,103883495.14563107
26497,the-two-residence-gamuda-garden,duong-phap-van,phuong-yen-so,quan-hoang-mai,thanh-pho-ha-noi,195353,150379,148873,79.0,2,3400000000.0,bds,43037974.6835443
26498,ehome-s,nan,phuong-phu-huu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772606,772629,180175,60.0,2,1430000000.0,bds,23833333.333333332
26499,vinhomes-d-capitale,duong-tran-duy-hung,phuong-trung-hoa,quan-cau-giay,thanh-pho-ha-noi,195298,149252,148873,101.27,3,7300000000.0,bds,72084526.51328133
26500,khu-dan-cu-thanh-my-loi,duong-dong-van-cong,phuong-thanh-my-loi,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772620,772629,180175,60.0,2,1820000000.0,bds,30333333.333333332
26502,feliz-en-vista,duong-dong-van-cong,phuong-thanh-my-loi,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772620,772629,180175,103.0,2,8199999999.999999,bds,79611650.48543689
26503,viha-complex,duong-nguyen-tuan,phuong-thanh-xuan-trung,quan-thanh-xuan,thanh-pho-ha-noi,195358,150965,148873,93.0,3,5000000000.0,bds,53763440.86021505
26504,ho-guom-plaza,duong-tran-phu,phuong-mo-lao,quan-ha-dong,thanh-pho-ha-noi,195400,149779,148873,123.0,3,4551000000.0,bds,37000000.0
26505,the-grand-manhattan,duong-co-bac,phuong-co-giang,quan-1,thanh-pho-ho-chi-minh,195453,180176,180175,96.0,3,15000000000.0,bds,156250000.0
26513,opal-riverside,duong-10,phuong-hiep-binh-chanh,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772588,772629,180175,71.0,2,3200000000.0,bds,45070422.535211265
26515,ecohome-3,duong-tan-xuan,phuong-dong-ngac,quan-bac-tu-liem,thanh-pho-ha-noi,195388,149087,148873,63.0,2,2100000000.0,bds,33333333.333333332
26516,xuan-mai-tower-ct2-to-hieu,duong-to-hieu,phuong-ha-cau,quan-ha-dong,thanh-pho-ha-noi,195408,149779,148873,73.5,2,2590000000.0,bds,35238095.23809524
26518,ph-nha-trang,duong-vo-thi-sau,phuong-vinh-nguyen,thanh-pho-nha-trang,tinh-khanh-hoa,358199,336201,336200,65.7,2,1100000000.0,bds,16742770.167427702
26520,my-dinh-plaza,pho-tran-binh,phuong-my-dinh-2,quan-nam-tu-liem,thanh-pho-ha-noi,195373,150671,148873,69.0,2,3700000000.0,bds,53623188.4057971
26525,khu-do-thi-me-tri-ha,duong-pham-hung,phuong-me-tri,quan-nam-tu-liem,thanh-pho-ha-noi,195375,150671,148873,69.1,2,3300000000.0,bds,47756874.09551375
26526,lucky-dragon,duong-do-xuan-hop,phuong-phuoc-long-b,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772609,772629,180175,90.0,3,4000000000.0,bds,44444444.44444445
26527,saigonres-tower,duong-xo-viet-nghe-tinh,phuong-thang-tam,thanh-pho-vung-tau,tinh-ba-ria---vung-tau,359616,324279,322861,108.0,3,2800000000.0,bds,25925925.925925925
26531,celadon-city,duong-n1,phuong-son-ky,quan-tan-phu,thanh-pho-ho-chi-minh,195545,184080,180175,71.0,2,3700000000.0,bds,52112676.05633803
26534,moonlight-residences,duong-dang-van-bi,phuong-binh-tho,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772587,772629,180175,49.0,1,2550000000.0,bds,52040816.32653061
26535,an-gia-skyline,duong-hoang-quoc-viet,phuong-phu-thuan,quan-7,thanh-pho-ho-chi-minh,195695,182215,180175,58.0,2,2350000000.0,bds,40517241.37931035
26538,cau-giay-center-point,duong-cau-giay,phuong-quan-hoa,quan-cau-giay,thanh-pho-ha-noi,195296,149252,148873,52.4,1,3248799999.9999995,bds,61999999.99999999
26539,golden-westlake,duong-thuy-khue,phuong-thuy-khue,quan-tay-ho,thanh-pho-ha-noi,195276,150889,148873,113.2,2,8950000000.0,bds,79063604.24028268
26540,the-legend-tower-109-nguyen-tuan,duong-nguyen-tuan,phuong-nhan-chinh,quan-thanh-xuan,thanh-pho-ha-noi,195354,150965,148873,102.0,3,7100000000.0,bds,69607843.13725491
26541,the-one-residence-gamuda-garden,duong-phap-van,phuong-yen-so,quan-hoang-mai,thanh-pho-ha-noi,195353,150379,148873,65.0,2,2400000000.0,bds,36923076.92307692
26542,the-one-residence-gamuda-garden,duong-phap-van,phuong-yen-so,quan-hoang-mai,thanh-pho-ha-noi,195353,150379,148873,83.0,3,3100000000.0,bds,37349397.590361446
26544,hong-ha-eco-city,nan,xa-tu-hiep,huyen-thanh-tri,thanh-pho-ha-noi,195384,152474,148873,76.0,2,2650000000.0,bds,34868421.05263158
26545,indochina-plaza-hanoi,duong-xuan-thuy,phuong-dich-vong-hau,quan-cau-giay,thanh-pho-ha-noi,195295,149252,148873,120.0,3,6000000000.0,bds,50000000.0
26546,the-garden-hills-99-tran-binh,pho-tran-binh,phuong-my-dinh-2,quan-nam-tu-liem,thanh-pho-ha-noi,195373,150671,148873,82.0,2,3200000000.0,bds,39024390.24390244
26550,eco-green-city,duong-nguyen-xien,xa-tan-trieu,huyen-thanh-tri,thanh-pho-ha-noi,195379,152474,148873,90.0,3,3100000000.0,bds,34444444.44444445
26552,estella-heights,duong-xa-lo-ha-noi,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,150.0,3,15000000000.0,bds,100000000.0
26553,hado-centrosa-garden,duong-3-2-2,phuong-12,quan-10,thanh-pho-ho-chi-minh,195591,183017,180175,87.0,2,7050000000.0,bds,81034482.7586207
26555,masteri-west-heights,nan,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,42.0,2,2500000000.0,bds,59523809.52380952
26556,richmond-city,pho-nguyen-xi,phuong-26,quan-binh-thanh,thanh-pho-ho-chi-minh,195511,184576,180175,86.0,3,4700000000.0,bds,54651162.79069767
26564,viet-duc-complex,duong-le-van-luong,phuong-nhan-chinh,quan-thanh-xuan,thanh-pho-ha-noi,195354,150965,148873,135.0,3,4500000000.0,bds,33333333.333333332
26566,momota-151a-nguyen-duc-canh,duong-nguyen-duc-canh,phuong-tuong-mai,quan-hoang-mai,thanh-pho-ha-noi,195344,150379,148873,85.0,2,2750000000.0,bds,32352941.17647059
26567,chung-cu-song-da-7,duong-tu-mo,phuong-trung-hoa,quan-cau-giay,thanh-pho-ha-noi,195298,149252,148873,97.0,2,4600000000.0,bds,47422680.412371136
26569,the-sun-avenue,duong-mai-chi-tho,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,80.0,3,4070000000.000001,bds,50875000.000000015
26570,the-pavilion-vinhomes-ocean-park,duong-ly-thanh-tong,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,91.0,3,3600000000.0,bds,39560439.56043956
26572,king-palace,duong-nguyen-trai,phuong-thuong-dinh,quan-thanh-xuan,thanh-pho-ha-noi,195355,150965,148873,97.0,3,5200000000.0,bds,53608247.422680415
26573,the-sun-avenue,duong-mai-chi-tho,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,34.32,1,1600000000.0,bds,46620046.62004662
26574,trinity-tower,duong-ho-me-tri,phuong-nhan-chinh,quan-thanh-xuan,thanh-pho-ha-noi,195354,150965,148873,67.0,2,2900000000.0,bds,43283582.08955224
26576,gold-coast-nha-trang,duong-tran-hung-dao,phuong-loc-tho,thanh-pho-nha-trang,tinh-khanh-hoa,358195,336201,336200,48.8,1,2400000000.0,bds,49180327.86885246
26577,the-artemis,duong-le-trong-tan,phuong-khuong-mai,quan-thanh-xuan,thanh-pho-ha-noi,195357,150965,148873,85.0,2,4100000000.0,bds,48235294.11764706
26580,docklands-sai-gon,duong-nguyen-thi-thap,phuong-tan-phu,quan-7,thanh-pho-ho-chi-minh,195696,182215,180175,70.0,2,3500000000.0,bds,50000000.0
26591,sakura-tower,duong-vu-trong-phung,phuong-thanh-xuan-trung,quan-thanh-xuan,thanh-pho-ha-noi,195358,150965,148873,131.0,3,4800000000.0,bds,36641221.374045804
26592,the-zenpark,duong-dong-du-1,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,75.0,2,2800000000.0,bds,37333333.333333336
26594,goldmark-city,duong-ho-tung-mau,phuong-phu-dien,quan-bac-tu-liem,thanh-pho-ha-noi,195397,149087,148873,135.0,3,3900000000.0,bds,28888888.888888888
26595,sun-square,duong-le-duc-tho,phuong-my-dinh-2,quan-nam-tu-liem,thanh-pho-ha-noi,195373,150671,148873,89.0,3,4000000000.0,bds,44943820.2247191
26597,saigon-royal-residence,duong-ben-van-don,phuong-12,quan-4,thanh-pho-ho-chi-minh,195619,181665,180175,43.0,-1,3100000000.0,bds,72093023.25581396
26603,the-tresor,duong-ben-van-don,phuong-12,quan-4,thanh-pho-ho-chi-minh,195619,181665,180175,93.0,3,6700000000.0,bds,72043010.75268817
26604,icon-56,duong-ben-van-don,phuong-12,quan-4,thanh-pho-ho-chi-minh,195619,181665,180175,88.0,3,5050000000.0,bds,57386363.63636363
26605,the-manor-ha-noi,duong-me-tri,phuong-my-dinh-1,quan-nam-tu-liem,thanh-pho-ha-noi,195372,150671,148873,106.0,2,4900000000.0,bds,46226415.094339624
26606,saigon-royal-residence,duong-ben-van-don,phuong-12,quan-4,thanh-pho-ho-chi-minh,195619,181665,180175,88.0,2,7500000000.0,bds,85227272.72727273
26610,hoang-anh-river-view,duong-nguyen-van-huong,phuong-thao-dien,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772622,772629,180175,272.0,4,16000000000.0,bds,58823529.4117647
26611,golden-field-my-dinh,nan,phuong-cau-dien,quan-nam-tu-liem,thanh-pho-ha-noi,195369,150671,148873,74.0,2,3200000000.0,bds,43243243.24324324
26613,golden-field-my-dinh,nan,phuong-cau-dien,quan-nam-tu-liem,thanh-pho-ha-noi,195369,150671,148873,115.0,3,4290000000.0,bds,37304347.82608695
26617,khu-do-thi-yen-hoa,duong-duong-dinh-nghe,phuong-yen-hoa,quan-cau-giay,thanh-pho-ha-noi,195297,149252,148873,94.0,2,3890000000.0,bds,41382978.72340426
26629,hope-residence,duong-chu-huy-man,phuong-phuc-dong,quan-long-bien,thanh-pho-ha-noi,195289,150530,148873,70.0,2,2200000000.0,bds,31428571.42857143
26631,goldmark-city,duong-ho-tung-mau,phuong-phu-dien,quan-bac-tu-liem,thanh-pho-ha-noi,195397,149087,148873,135.0,3,5150000000.0,bds,38148148.14814815
26633,diamond-boulevard,duong-dai-lo-binh-duong,phuong-thuan-giao,thanh-pho-thuan-an,tinh-binh-duong,359427,345945,345944,50.0,2,1650000000.0,bds,33000000.0
26634,n02-t1-ngoai-giao-doan,nan,phuong-xuan-dinh,quan-bac-tu-liem,thanh-pho-ha-noi,195392,149087,148873,118.0,3,6000000000.0,bds,50847457.62711865
26635,dic-phoenix,duong-3-2-2,phuong-nguyen-an-ninh,thanh-pho-vung-tau,tinh-ba-ria---vung-tau,359623,324279,322861,115.0,3,3600000000.0,bds,31304347.826086957
26637,home-city-trung-kinh,pho-trung-kinh,phuong-yen-hoa,quan-cau-giay,thanh-pho-ha-noi,195297,149252,148873,99.0,3,5300000000.0,bds,53535353.535353534
26640,fpt-city-da-nang,nan,phuong-hoa-hai,quan-ngu-hanh-son,thanh-pho-da-nang,357487,277900,277892,56.0,2,1450000000.0,bds,25892857.14285714
26641,bcons-garden,duong-pham-huu-lau,phuong-di-an,thanh-pho-di-an,tinh-binh-duong,728777,728081,345944,57.0,2,1460000000.0,bds,25614035.0877193
26642,vinhomes-ocean-park-gia-lam,nan,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,65.0,2,2200000000.0,bds,33846153.84615385
26643,the-art,duong-do-xuan-hop,phuong-phuoc-long-b,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772609,772629,180175,70.0,2,2400000000.0,bds,34285714.28571428
26645,cardinal-court,nan,phuong-tan-phu,quan-7,thanh-pho-ho-chi-minh,195696,182215,180175,76.0,3,5600000000.0,bds,73684210.5263158
26646,eco-lake-view,duong-dai-tu,phuong-dai-kim,quan-hoang-mai,thanh-pho-ha-noi,195345,150379,148873,76.0,2,2900000000.0,bds,38157894.7368421
26647,ht-pearl,duong-tan-hoa,phuong-dong-hoa,thanh-pho-di-an,tinh-binh-duong,728778,728081,345944,72.0,2,2400000000.0,bds,33333333.333333332
26650,hung-vuong-2,nan,phuong-tan-phong,quan-7,thanh-pho-ho-chi-minh,195697,182215,180175,60.0,2,2500000000.0,bds,41666666.666666664
26652,song-hong-park-view,pho-thai-ha,phuong-lang-ha,quan-dong-da,thanh-pho-ha-noi,195306,149387,148873,171.0,4,8900000000.0,bds,52046783.62573099
26653,pandora-53-trieu-khuc,duong-trieu-khuc,phuong-thanh-xuan-nam,quan-thanh-xuan,thanh-pho-ha-noi,195363,150965,148873,146.0,3,6716000000.0,bds,46000000.0
26654,tay-ho-residence,nan,phuong-xuan-la,quan-tay-ho,thanh-pho-ha-noi,195273,150889,148873,70.5,2,4750000000.0,bds,67375886.5248227
26660,rivera-park-sai-gon,duong-thanh-thai,phuong-14,quan-10,thanh-pho-ho-chi-minh,195590,183017,180175,88.0,2,4850000000.0,bds,55113636.36363637
26662,the-global-city,nan,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,54.0,1,8424000000.0,bds,156000000.0
26663,iris-garden,duong-tran-huu-duc,phuong-cau-dien,quan-nam-tu-liem,thanh-pho-ha-noi,195369,150671,148873,62.1,2,2500000000.0,bds,40257648.953301124
26665,khu-nha-o-90-nguyen-tuan,duong-nguyen-tuan,phuong-thanh-xuan-trung,quan-thanh-xuan,thanh-pho-ha-noi,195358,150965,148873,71.0,2,3300000000.0,bds,46478873.23943662
26668,centana-thu-thiem,duong-mai-chi-tho,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,65.0,2,2900000000.0,bds,44615384.615384616
26672,gold-tower,duong-nguyen-trai,phuong-thanh-xuan-trung,quan-thanh-xuan,thanh-pho-ha-noi,195358,150965,148873,129.0,3,6000000000.0,bds,46511627.906976745
26673,mulberry-lane,duong-nguyen-van-loc,phuong-mo-lao,quan-ha-dong,thanh-pho-ha-noi,195400,149779,148873,138.0,4,5100000000.0,bds,36956521.73913044
26676,the-sparks,nan,phuong-duong-noi,quan-ha-dong,thanh-pho-ha-noi,195413,149779,148873,84.0,2,2250000000.0,bds,26785714.285714287
26679,xuan-mai-tower-ct2-to-hieu,duong-to-hieu,phuong-ha-cau,quan-ha-dong,thanh-pho-ha-noi,195408,149779,148873,73.0,2,2550000000.0,bds,34931506.84931507
26681,the-monarchy,duong-an-trung-2,phuong-an-hai-tay,quan-son-tra,thanh-pho-da-nang,357482,277906,277892,73.0,2,2500000000.0,bds,34246575.34246575
26685,khu-do-thi-my-dinh-i,duong-ham-nghi,phuong-cau-dien,quan-nam-tu-liem,thanh-pho-ha-noi,195369,150671,148873,96.0,3,3750000000.0,bds,39062500.0
26688,the-pride,duong-to-huu,phuong-la-khe,quan-ha-dong,thanh-pho-ha-noi,195405,149779,148873,103.0,-1,3330000000.0,bds,32330097.08737864
26689,luxgarden,duong-nguyen-van-quy,phuong-phu-thuan,quan-7,thanh-pho-ho-chi-minh,195695,182215,180175,62.0,2,2330000000.0,bds,37580645.161290325
26690,khu-do-thi-van-khe,nan,phuong-la-khe,quan-ha-dong,thanh-pho-ha-noi,195405,149779,148873,68.0,2,2400000000.0,bds,35294117.64705882
26691,goldmark-city,duong-ho-tung-mau,phuong-phu-dien,quan-bac-tu-liem,thanh-pho-ha-noi,195397,149087,148873,78.0,2,3350000000.0,bds,42948717.94871795
26692,the-rivana,duong-quoc-lo-13,phuong-vinh-phu,thanh-pho-thuan-an,tinh-binh-duong,359433,345945,345944,71.2,2,2390000000.0,bds,33567415.730337076
26694,diamond-goldmark-city,duong-ho-tung-mau,phuong-phu-dien,quan-bac-tu-liem,thanh-pho-ha-noi,195397,149087,148873,230.0,4,9000000000.0,bds,39130434.782608695
26696,the-terra-an-hung,nan,phuong-duong-noi,quan-ha-dong,thanh-pho-ha-noi,195413,149779,148873,74.0,2,3300000000.0,bds,44594594.5945946
26697,lotus-garden,duong-trinh-dinh-thao,phuong-hoa-thanh,quan-tan-phu,thanh-pho-ho-chi-minh,195551,184080,180175,67.0,2,2450000000.0,bds,36567164.17910448
26700,green-valley,duong-ton-dat-tien,phuong-tan-phu,quan-7,thanh-pho-ho-chi-minh,195696,182215,180175,159.0,2,11400000000.0,bds,71698113.20754717
26701,vinhomes-ocean-park-gia-lam,nan,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,75.0,3,2750000000.0,bds,36666666.666666664
26703,goldmark-city,duong-ho-tung-mau,phuong-phu-dien,quan-bac-tu-liem,thanh-pho-ha-noi,195397,149087,148873,116.0,3,3900000000.0,bds,33620689.655172415
26707,vinhomes-ocean-park-gia-lam,nan,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,75.0,3,2400000000.0,bds,32000000.0
26709,chung-cu-113-trung-kinh,pho-trung-kinh,phuong-yen-hoa,quan-cau-giay,thanh-pho-ha-noi,195297,149252,148873,110.0,3,5600000000.0,bds,50909090.90909091
26711,khu-do-thi-nam-trung-yen,duong-mac-thai-to,phuong-trung-hoa,quan-cau-giay,thanh-pho-ha-noi,195298,149252,148873,68.0,2,2900000000.0,bds,42647058.823529415
26714,moonlight-park-view,duong-so-7,phuong-an-lac-a,quan-binh-tan,thanh-pho-ho-chi-minh,195688,184894,180175,59.0,2,2600000000.0,bds,44067796.61016949
26718,khu-do-thi-moi-linh-dam,duong-linh-duong,phuong-hoang-liet,quan-hoang-mai,thanh-pho-ha-noi,195352,150379,148873,68.0,2,2550000000.0,bds,37500000.0
26723,ecolife-tay-ho,duong-hoang-quoc-viet,phuong-xuan-la,quan-tay-ho,thanh-pho-ha-noi,195273,150889,148873,100.0,3,5000000000.0,bds,50000000.0
26724,brg-diamond-residence,duong-le-van-luong,phuong-nhan-chinh,quan-thanh-xuan,thanh-pho-ha-noi,195354,150965,148873,105.0,3,7400000000.0,bds,70476190.47619048
26725,hado-centrosa-garden,duong-3-2-2,phuong-12,quan-10,thanh-pho-ho-chi-minh,195591,183017,180175,107.0,3,8500000000.0,bds,79439252.3364486
26726,the-garden-hills-99-tran-binh,pho-tran-binh,phuong-my-dinh-2,quan-nam-tu-liem,thanh-pho-ha-noi,195373,150671,148873,82.0,2,3400000000.0,bds,41463414.63414634
26727,vinhomes-metropolis-lieu-giai,pho-lieu-giai,phuong-lieu-giai,quan-ba-dinh,thanh-pho-ha-noi,195242,148874,148873,80.48,2,7700000000.0,bds,95675944.33399601
26728,a10-a14-nam-trung-yen,nan,phuong-yen-hoa,quan-cau-giay,thanh-pho-ha-noi,195297,149252,148873,100.0,3,4700000000.0,bds,47000000.0
26729,b-i-g-tower,duong-pham-hung,phuong-my-dinh-2,quan-nam-tu-liem,thanh-pho-ha-noi,195373,150671,148873,95.0,3,3500000000.0,bds,36842105.2631579
26731,stellar-garden,pho-le-van-thiem,phuong-thanh-xuan-trung,quan-thanh-xuan,thanh-pho-ha-noi,195358,150965,148873,111.8,3,5900000000.0,bds,52772808.58676208
26736,tay-nam-ho-linh-dam,duong-bang-a,phuong-hoang-liet,quan-hoang-mai,thanh-pho-ha-noi,195352,150379,148873,51.0,2,1990000000.0,bds,39019607.84313726
26743,hateco-hoang-mai,nan,phuong-yen-so,quan-hoang-mai,thanh-pho-ha-noi,195353,150379,148873,105.0,3,3300000000.0,bds,31428571.42857143
26744,golden-field-my-dinh,nan,phuong-cau-dien,quan-nam-tu-liem,thanh-pho-ha-noi,195369,150671,148873,91.0,3,3850000000.0,bds,42307692.307692304
26750,vinhomes-grand-park,nan,phuong-long-thanh-my,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772604,772629,180175,69.0,2,3100000000.0,bds,44927536.231884055
26754,hoang-anh-thanh-binh,duong-17-4,phuong-tan-hung,quan-7,thanh-pho-ho-chi-minh,195692,182215,180175,92.0,2,3200000000.0,bds,34782608.69565217
26755,prosper-pho-dong,duong-to-ngoc-van,phuong-tam-binh,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772597,772629,180175,57.6,2,2600000000.0,bds,45138888.88888889
26756,khu-do-thi-thanh-ha-muong-thanh,duong-nam-hy-hoang-phong,phuong-kien-hung,quan-ha-dong,thanh-pho-ha-noi,195410,149779,148873,68.0,2,1500000000.0,bds,22058823.529411763
26759,homyland,duong-nguyen-duy-trinh,phuong-binh-trung-tay,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772618,772629,180175,85.0,2,3100000000.0,bds,36470588.23529412
26761,chung-cu-sails-tower,duong-cau-buou,phuong-kien-hung,quan-ha-dong,thanh-pho-ha-noi,195410,149779,148873,50.0,2,1550000000.0,bds,31000000.0
26762,sunview-town,duong-go-dua,phuong-hiep-binh-phuoc,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772589,772629,180175,58.0,2,1640000000.0,bds,28275862.068965517
26763,vinhomes-ocean-park-gia-lam,nan,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,69.0,2,2750000000.0,bds,39855072.46376812
26764,vinpearl-condotel-da-nang,duong-ngo-quyen,phuong-an-hai-bac,quan-son-tra,thanh-pho-da-nang,357480,277906,277892,60.0,-1,1400000000.0,bds,23333333.333333332
26767,waterina-suites,duong-ta-hien,phuong-thanh-my-loi,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772620,772629,180175,145.0,3,9200000000.0,bds,63448275.862068966
26768,vinhomes-gardenia,duong-ham-nghi,phuong-cau-dien,quan-nam-tu-liem,thanh-pho-ha-noi,195369,150671,148873,120.5,4,7150000000.0,bds,59336099.58506224
26771,dat-gia-residence-thu-duc,duong-cay-keo,phuong-tam-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772599,772629,180175,72.0,3,1890000000.0,bds,26250000.0
26779,khu-dan-cu-bac-rach-chiec,nan,phuong-phuoc-long-a,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772608,772629,180175,72.1,2,1514100000.0,bds,21000000.0
26784,vinhomes-metropolis-lieu-giai,pho-lieu-giai,phuong-ngoc-khanh,quan-ba-dinh,thanh-pho-ha-noi,195248,148874,148873,143.0,4,17500000000.0,bds,122377622.37762238
26785,vinhomes-metropolis-lieu-giai,pho-lieu-giai,phuong-ngoc-khanh,quan-ba-dinh,thanh-pho-ha-noi,195248,148874,148873,110.0,3,11800000000.0,bds,107272727.27272727
26787,times-city,duong-minh-khai,phuong-vinh-tuy,quan-hai-ba-trung,thanh-pho-ha-noi,195334,149556,148873,110.0,3,6400000000.0,bds,58181818.18181818
26792,shp-plaza,pho-lach-tray,phuong-cau-dat,quan-ngo-quyen,thanh-pho-hai-phong,195781,153181,152792,69.0,2,2100000000.0,bds,30434782.608695652
26796,bcons-garden,duong-pham-huu-lau,phuong-di-an,thanh-pho-di-an,tinh-binh-duong,728777,728081,345944,58.0,2,1490000000.0,bds,25689655.172413792
26800,the-origami-vinhomes-grand-park,duong-nguyen-xien,phuong-long-thanh-my,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772604,772629,180175,85.0,3,3100000000.0,bds,36470588.23529412
26802,the-origami-vinhomes-grand-park,duong-nguyen-xien,phuong-long-thanh-my,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772604,772629,180175,69.0,2,2750000000.0,bds,39855072.46376812
26805,the-zenpark,duong-dong-du-1,xa-duong-xa,huyen-gia-lam,thanh-pho-ha-noi,151556,151480,148873,90.0,3,4270000000.0,bds,47444444.44444445
26806,toa-nha-282-linh-nam,duong-linh-nam,phuong-linh-nam,quan-hoang-mai,thanh-pho-ha-noi,195349,150379,148873,78.0,2,2250000000.0,bds,28846153.846153848
26807,bcons-green-view,duong-quoc-lo-1k,phuong-dong-hoa,thanh-pho-di-an,tinh-binh-duong,728778,728081,345944,51.0,2,1500000000.0,bds,29411764.70588235
26808,bcons-garden,duong-pham-huu-lau,phuong-di-an,thanh-pho-di-an,tinh-binh-duong,728777,728081,345944,57.0,2,1380000000.0,bds,24210526.315789472
26810,bcons-suoi-tien,duong-tan-lap,phuong-dong-hoa,thanh-pho-di-an,tinh-binh-duong,728778,728081,345944,51.0,2,1550000000.0,bds,30392156.8627451
26814,nan,nan,xa-cu-khe,huyen-thanh-oai,thanh-pho-ha-noi,195440,152384,148873,78.0,2,1760000000.0,bds,22564102.564102564
26819,lumiere-riverside,duong-xa-lo-ha-noi,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,50.0,1,5100000000.0,bds,102000000.0
26821,khu-do-thi-moi-linh-dam,nan,phuong-dai-kim,quan-hoang-mai,thanh-pho-ha-noi,195345,150379,148873,84.0,2,3100000000.0,bds,36904761.9047619
26828,risemount-apartment-da-nang,duong-nhu-nguyet,phuong-thuan-phuoc,quan-hai-chau,thanh-pho-da-nang,357465,277893,277892,76.0,2,4600000000.0,bds,60526315.78947368
26830,the-sang-residence,duong-pham-kiet,phuong-khue-my,quan-ngu-hanh-son,thanh-pho-da-nang,357485,277900,277892,82.0,3,3500000000.0,bds,42682926.82926829
26832,ct4-vimeco-ii,duong-nguyen-chanh,phuong-trung-hoa,quan-cau-giay,thanh-pho-ha-noi,195298,149252,148873,123.7,3,5500000000.0,bds,44462409.0541633
26833,the-sang-residence,duong-pham-kiet,phuong-khue-my,quan-ngu-hanh-son,thanh-pho-da-nang,357485,277900,277892,62.0,2,3390000000.0,bds,54677419.35483871
26834,vimeco-i-pham-hung,duong-pham-hung,phuong-trung-hoa,quan-cau-giay,thanh-pho-ha-noi,195298,149252,148873,105.0,3,4200000000.0,bds,40000000.0
26835,imperia-smart-city,duong-dai-lo-thang-long,phuong-tay-mo,quan-nam-tu-liem,thanh-pho-ha-noi,195374,150671,148873,76.0,3,3480000000.0,bds,45789473.684210524
26843,the-rivana,duong-quoc-lo-13,phuong-vinh-phu,thanh-pho-thuan-an,tinh-binh-duong,359433,345945,345944,50.9,1,1850000000.0,bds,36345776.031434186
26844,lumiere-riverside,duong-xa-lo-ha-noi,phuong-an-phu,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772616,772629,180175,65.0,1,4700000000.0,bds,72307692.3076923
26846,indochina-park-tower,duong-nguyen-dinh-chieu,phuong-da-kao,quan-1,thanh-pho-ho-chi-minh,195447,180176,180175,93.0,2,5350000000.0,bds,57526881.720430106
26848,n01-t6-ngoai-giao-doan,nan,phuong-xuan-tao,quan-bac-tu-liem,thanh-pho-ha-noi,195393,149087,148873,143.0,4,11583000000.0,bds,81000000.0
26850,vinhomes-bac-ninh,duong-18-1,phuong-suoi-hoa,thanh-pho-bac-ninh,tinh-bac-ninh,196054,142204,142203,73.0,2,2800000000.0,bds,38356164.38356164
26854,vinhomes-grand-park,nan,phuong-long-thanh-my,thanh-pho-thu-duc,thanh-pho-ho-chi-minh,772604,772629,180175,90.0,2,3300000000.0,bds,36666666.666666664
26856,thanh-pho-giao-luu,duong-pham-van-dong,phuong-co-nhue-1,quan-bac-tu-liem,thanh-pho-ha-noi,195395,149087,148873,74.0,2,2500000000.0,bds,33783783.783783786
